machine_id,hoh_most_education,census_region,household_size,hoh_oldest_age,household_income,children,racial_background,connection_speed,country_of_origin,zip_code
42557,99,3,2,3,2,0,1,0,0,37042
43698,1,1,2,7,3,0,1,0,0,17225
44859,99,4,1,8,4,0,1,0,0,95242
44867,1,3,3,4,4,1,1,0,0,21651
45091,4,1,5,8,4,1,1,1,0,04530
46611,2,1,2,10,7,0,1,0,0,15025
46692,99,2,5,5,5,1,1,0,0,43228
46696,99,4,3,5,1,1,1,1,0,83843
46876,99,3,2,8,6,0,1,1,0,78240
47400,99,2,5,6,5,1,1,0,0,55420
47814,99,3,2,6,5,0,1,1,0,30064
47854,99,1,4,9,4,1,1,0,0,04240
48974,99,4,1,4,3,0,3,1,0,98111
49922,3,3,2,10,5,0,1,0,0,22503
51127,1,4,3,10,1,1,1,1,0,95901
51453,99,1,1,7,4,0,1,0,0,10462
51492,99,1,2,8,5,0,1,0,0,04280
51723,99,3,4,6,7,0,1,0,0,70342
52004,99,2,5,4,3,1,1,0,0,45831
52594,99,3,2,11,4,0,1,0,0,29651
52605,2,2,1,3,3,0,1,1,0,55123
53080,99,2,2,9,1,0,3,0,0,64127
53270,1,3,2,10,7,0,1,1,0,37777
54337,99,3,1,7,4,0,1,0,0,39443
54381,99,2,5,10,3,1,1,0,0,51246
54419,99,2,2,9,7,0,1,0,0,48073
55089,99,2,4,11,4,1,1,1,0,68107
55129,99,3,3,9,6,1,1,0,0,33137
55335,99,1,2,8,7,0,1,0,0,04255
55910,99,4,4,11,1,0,1,0,0,96025
55970,99,2,2,6,4,0,1,0,0,47201
56168,99,2,5,10,5,1,1,0,0,44046
56268,5,4,2,7,6,0,1,1,0,94123
56761,2,1,2,8,3,0,2,0,0,07104
57507,2,1,1,8,5,0,1,0,0,10461
57863,99,2,1,4,5,0,1,0,0,53546
58549,99,3,5,9,3,1,1,0,0,30721
59106,99,2,4,8,5,1,5,0,0,61801
59226,99,4,2,11,1,0,1,0,0,59808
59732,1,2,4,8,5,1,1,0,0,66048
60400,99,3,2,11,6,1,1,1,0,22980
60449,99,4,4,8,4,1,1,1,0,97132
62705,99,3,2,8,5,1,1,0,0,36867
63143,99,4,3,8,5,1,1,0,0,84404
63530,99,1,1,7,3,0,1,1,0,02453
63900,4,2,1,11,3,0,1,0,0,52002
64267,2,3,1,10,5,0,1,0,0,42050
64430,99,4,1,11,4,0,1,0,0,98028
64990,99,4,1,5,3,0,1,1,1,91331
65087,99,3,3,8,6,1,1,0,0,33441
65634,99,3,1,5,3,0,1,0,0,31901
65696,1,4,2,8,3,1,1,0,0,95355
66521,99,1,2,3,1,0,1,0,0,01247
66606,99,2,6,4,4,1,1,0,0,54728
66753,99,3,5,8,4,1,1,0,0,37354
67430,99,4,3,3,3,0,1,0,0,91711
67475,4,3,2,5,4,0,1,0,0,42502
68501,99,3,4,7,4,1,1,0,0,27358
68666,99,2,4,8,7,1,1,0,0,52316
68780,4,4,5,5,2,1,1,0,0,92543
68792,99,4,4,7,6,1,1,0,0,98368
68986,99,1,2,3,7,1,1,1,0,08730
69080,99,4,1,6,4,0,1,0,0,95073
69820,99,1,2,6,2,1,3,0,0,17363
70034,99,1,2,6,3,1,1,0,0,17315
70062,1,1,2,2,1,1,1,1,0,17049
70283,1,1,5,8,3,1,1,1,0,08865
70345,99,3,3,5,6,1,1,0,0,75119
70958,1,2,6,8,6,1,1,0,0,64080
72765,99,3,2,7,3,1,5,1,0,22802
73385,99,1,2,7,3,1,1,0,0,04848
73615,99,2,2,8,2,0,1,1,0,62063
73652,99,4,3,6,3,1,1,1,0,98034
74126,99,2,4,10,1,1,1,0,0,53405
74222,1,2,5,7,4,1,1,0,0,43050
75019,1,3,2,4,4,1,1,1,0,76401
75112,99,2,2,8,5,1,1,0,0,46805
75396,1,3,6,9,6,1,1,0,0,30093
77850,1,1,3,8,6,1,1,0,0,18014
78093,99,3,2,9,5,1,1,0,0,24219
78775,99,3,6,9,7,1,1,0,0,33323
79492,99,4,2,4,4,0,1,0,0,98103
79730,5,3,3,8,3,1,5,0,1,33023
80068,99,2,2,9,3,0,1,1,0,66968
80858,3,1,4,4,4,1,1,0,0,01902
80936,99,1,6,2,7,0,1,0,0,12413
81578,2,3,3,11,3,1,1,0,0,39503
82841,5,3,3,5,5,1,1,0,0,22204
82932,99,1,2,10,2,1,1,0,0,04730
83055,99,3,4,2,5,0,3,0,0,29910
83163,99,4,6,8,5,1,2,0,1,90715
83376,99,3,1,4,3,0,1,0,0,30116
83382,99,3,4,4,5,1,1,0,0,28098
83403,99,3,2,5,3,0,1,0,0,29710
83564,99,1,3,9,4,1,2,0,0,19144
83884,1,1,2,9,4,1,1,1,0,17870
84175,99,3,6,4,4,1,5,0,0,70363
84261,99,4,1,5,5,0,1,1,0,84121
84842,99,3,1,4,2,0,1,0,0,35401
84989,1,3,6,8,5,1,1,0,1,78216
85433,99,1,2,3,7,0,1,0,0,19012
85851,99,3,2,6,5,1,1,0,0,26134
85890,99,2,3,8,2,1,1,0,0,48723
86451,4,3,2,3,5,1,1,0,0,32308
86573,99,1,1,2,1,0,1,0,0,17013
86825,99,2,3,9,5,1,1,1,0,43302
87009,4,2,2,8,2,0,1,0,0,53070
87116,99,3,2,2,1,1,1,0,0,79106
87546,99,2,4,2,5,1,1,0,0,55719
87696,4,3,2,3,3,1,1,0,0,71075
88181,99,1,6,9,4,1,1,1,0,17857
88277,99,2,2,7,5,0,1,0,0,68507
88323,99,1,3,10,5,1,3,1,0,11576
88845,99,1,4,6,4,1,1,0,1,07002
89078,99,4,4,7,6,1,1,1,0,92404
89257,99,1,3,2,2,0,2,1,0,19043
89871,99,4,2,9,3,1,1,0,0,98146
90082,99,1,1,5,4,0,1,0,0,13617
91116,2,2,1,8,5,0,1,0,0,49329
91548,99,1,1,3,4,0,1,0,0,03102
91665,99,1,6,7,1,1,1,0,0,13118
91722,99,4,1,9,7,0,1,0,0,94404
92451,99,4,4,7,5,1,3,0,0,96720
92562,5,1,2,10,7,0,1,1,0,10708
92874,2,3,4,6,5,1,1,0,0,40243
93223,99,4,3,11,4,1,1,0,0,97702
93261,99,3,3,6,5,1,1,1,1,78240
93816,99,2,3,9,6,1,1,1,0,62521
93855,99,3,2,10,5,1,1,1,0,77372
94218,99,3,3,3,5,0,1,0,0,28515
94225,99,1,2,7,5,1,1,0,0,03841
94459,99,3,3,11,3,1,1,0,0,32807
94755,99,3,3,7,7,1,1,1,1,27615
95298,99,3,1,3,4,0,1,0,0,72830
95368,99,4,4,4,6,1,1,1,1,85033
95857,99,3,3,8,4,1,1,0,0,99999
95978,99,3,2,6,4,1,1,0,0,28348
96128,99,2,1,11,5,0,1,0,1,60532
96240,99,4,4,7,2,1,3,1,0,94112
96342,99,2,2,8,5,1,1,0,0,66202
96507,99,3,2,5,2,1,1,0,0,31768
97254,2,2,5,6,5,1,1,1,0,43551
97749,1,1,1,10,5,0,1,0,0,07036
98231,99,2,1,9,5,0,1,1,0,46142
98535,99,4,3,2,6,0,1,1,0,92626
100059,99,1,3,8,6,1,1,0,0,18091
100276,1,2,3,6,1,1,1,1,0,66402
100457,99,2,3,11,5,1,1,1,0,55445
100475,99,1,2,4,3,1,1,0,0,06096
100496,99,4,5,11,6,1,1,1,0,90210
100810,99,3,2,7,1,1,1,0,0,26425
101135,99,3,6,5,3,1,1,0,0,72863
101690,2,4,2,11,2,1,1,0,0,97402
104385,99,3,3,5,3,1,1,0,0,72901
104672,99,3,2,5,6,0,1,0,0,77040
104910,99,1,5,3,4,0,1,0,0,12123
107375,99,1,3,7,7,1,1,1,0,07932
108235,99,4,1,6,4,0,1,0,0,97502
108245,99,4,1,5,3,0,5,0,0,91205
108635,2,3,2,11,3,1,1,1,0,21224
109029,99,1,6,11,7,1,1,1,0,11422
109375,1,3,2,10,4,1,1,0,0,26560
111614,99,2,2,2,5,1,1,1,0,54525
111886,99,1,2,8,7,1,1,0,0,17112
112170,99,4,4,9,7,1,1,0,0,96813
112222,99,2,3,6,5,1,1,0,0,44905
113411,99,3,1,10,4,0,1,0,0,36323
113663,99,1,6,5,6,1,1,0,0,01940
113902,2,2,2,2,3,0,1,1,1,55117
114238,3,2,1,7,2,0,1,0,0,50401
114423,2,3,5,8,3,0,1,0,0,35020
114548,3,1,2,5,5,0,1,0,0,12184
116012,1,3,2,3,4,0,1,0,0,72701
116842,2,4,2,8,1,0,5,1,0,85730
118414,3,4,3,7,4,1,2,0,0,89115
119689,5,1,2,11,6,0,3,0,0,08852
119702,1,1,4,6,2,1,1,0,0,15425
119853,2,1,4,8,1,1,3,0,0,11220
121729,4,1,1,8,4,0,1,0,0,15218
123683,99,4,2,5,2,1,3,0,0,92522
123853,1,3,3,8,4,0,1,1,0,30241
123964,2,2,4,8,6,1,1,1,0,44107
124285,1,4,4,2,6,1,1,0,0,91214
125017,2,4,1,8,2,0,1,0,0,98520
127798,3,4,2,5,6,0,1,0,0,95136
128625,99,4,6,7,5,1,1,1,0,85345
128887,1,2,3,7,4,0,1,0,0,46747
130162,4,2,4,4,4,1,1,0,0,45011
130263,4,3,4,5,4,0,1,0,0,99999
130460,4,3,5,7,3,1,1,0,0,41011
130635,5,1,4,7,5,0,1,0,0,03583
131349,5,2,2,7,5,0,1,0,0,55414
131570,1,4,4,10,1,0,1,1,0,93562
131604,4,4,2,6,3,0,1,0,0,94520
132331,1,1,2,7,3,0,1,0,0,10040
133205,5,3,6,11,6,1,1,0,0,25411
133251,2,3,2,11,3,0,1,0,0,32724
133335,2,2,4,6,5,1,1,0,0,44212
133777,2,3,3,11,5,1,1,0,0,30066
133778,4,3,2,8,5,0,1,1,0,72315
133841,3,3,5,7,4,1,1,0,0,76054
134064,4,4,2,10,4,0,1,0,0,85531
135012,2,2,2,8,4,0,1,1,0,66503
135250,99,2,4,4,5,1,1,0,0,47390
136129,99,4,4,9,5,1,1,0,1,92591
136672,2,3,2,9,5,0,1,0,0,32102
137012,2,1,4,9,5,1,1,1,0,11554
137270,1,3,2,8,5,0,1,0,0,30096
137514,4,2,4,5,5,1,1,0,0,43209
137690,99,1,6,8,7,1,1,0,0,10954
138278,1,3,3,5,5,0,1,0,1,75006
139206,2,2,3,9,5,0,1,0,0,46784
139248,2,2,4,10,4,1,1,0,0,61483
141378,1,3,4,6,3,1,1,0,0,29644
141588,2,3,2,8,7,0,3,0,0,22003
142005,2,3,3,8,5,0,1,1,0,28613
142067,99,1,4,9,4,1,2,0,0,11710
142876,3,4,4,1,5,0,2,0,0,93035
145507,4,1,4,2,7,1,1,0,0,08084
145511,2,4,1,9,4,0,1,1,0,94566
145554,4,1,1,7,4,0,1,1,0,07024
146687,2,2,3,6,5,1,1,0,0,54968
147805,2,2,2,8,6,0,1,1,0,62864
148740,2,1,2,7,3,0,2,1,0,07017
152476,1,1,4,7,4,1,1,1,0,12839
152862,2,3,6,4,5,1,2,0,0,36701
153564,1,3,6,7,5,1,1,0,0,23434
153704,5,4,5,7,5,1,1,0,0,97504
153868,3,2,4,6,4,1,1,1,0,68701
153932,1,3,2,9,4,0,1,0,0,33928
154527,2,1,2,11,5,0,1,1,0,19001
155601,2,3,2,6,4,0,1,0,0,72830
156288,4,2,2,11,3,0,1,0,0,57769
156899,1,4,1,11,2,0,1,0,0,95966
156980,2,2,3,11,4,0,1,1,0,60015
158505,1,1,3,8,4,1,1,0,0,14812
158852,4,2,4,6,5,0,1,0,0,60016
158890,1,3,3,7,3,1,5,0,0,28340
159714,2,4,2,11,7,0,1,0,0,95076
161101,2,3,1,10,3,0,1,0,0,71449
161169,99,3,4,3,4,1,1,0,0,79106
161543,99,4,2,9,5,0,1,0,0,84601
161871,2,3,4,4,5,1,1,0,0,77327
161965,1,1,3,9,7,0,1,0,1,04096
162146,1,1,2,6,3,0,2,0,0,10029
162210,1,2,4,8,5,1,1,0,0,57078
162280,2,3,5,6,7,1,1,1,0,35962
162604,4,2,3,5,1,0,1,0,1,56583
163277,1,3,2,8,5,0,1,0,1,79412
163510,5,2,3,10,7,0,3,1,0,44141
163998,99,2,5,6,3,1,1,0,0,47638
164029,5,4,2,8,5,0,1,0,1,86326
164228,3,3,3,6,4,1,1,0,0,32666
164557,2,2,1,9,5,0,1,1,0,65807
165432,2,1,1,8,4,0,1,0,1,02540
165483,1,3,2,8,5,0,1,0,0,37876
165792,1,4,3,7,5,0,1,1,0,91606
166419,2,4,2,3,3,0,5,0,1,93638
166446,5,2,4,6,5,0,1,1,0,60515
166770,3,4,1,9,6,0,1,0,0,90230
166930,4,1,2,10,5,0,1,0,0,17543
167873,4,2,4,6,3,1,1,0,0,60302
168189,5,2,1,8,5,0,1,0,0,46825
168604,2,2,4,11,4,1,2,0,0,61701
168840,5,3,2,4,3,0,2,1,0,22204
169102,99,2,3,11,4,1,1,0,0,43128
169767,4,3,4,9,5,1,1,0,0,37066
169908,99,4,3,9,5,1,5,1,1,92154
172421,99,2,6,9,2,0,1,0,0,65556
172457,2,1,4,7,5,1,1,0,0,16262
174742,5,3,2,4,7,0,3,1,0,22030
175112,4,2,2,11,4,0,2,0,0,46953
175125,1,2,2,8,5,0,1,0,0,54733
175450,99,3,3,8,5,1,1,0,0,21601
175453,99,2,2,6,3,0,1,0,0,62812
176020,4,2,4,7,2,1,2,0,0,48504
176358,2,4,2,11,4,0,1,1,0,90713
176616,1,2,3,8,1,1,1,0,0,58701
177154,5,4,3,7,4,1,1,0,0,97219
177378,3,2,1,10,4,0,1,0,0,43050
177512,1,1,4,7,2,1,1,0,0,15681
177986,3,1,4,10,5,0,1,0,0,15642
179213,4,3,6,11,5,1,2,0,0,39501
179718,1,3,1,9,4,0,1,0,0,79118
180177,2,1,3,9,7,1,2,0,0,11355
180917,4,3,2,9,4,0,1,0,0,74145
181169,2,2,3,9,6,0,1,1,0,43537
181260,2,3,4,6,5,1,1,1,0,31803
182414,1,2,2,5,4,0,1,0,0,44099
184123,5,4,1,6,7,0,1,0,0,97006
185801,5,4,2,11,4,0,1,0,0,94087
186254,99,2,4,7,4,1,1,0,0,50164
186423,4,2,1,6,6,0,1,1,0,60004
186621,2,3,4,2,7,1,1,0,0,20905
186881,2,1,4,8,5,1,1,0,0,15220
187253,2,1,2,6,4,0,5,1,1,10009
188141,1,2,3,7,7,0,1,1,0,49341
188297,1,2,2,9,4,0,3,1,0,66439
188839,99,2,5,10,7,1,1,0,0,49099
189708,4,3,3,7,6,1,2,0,0,76133
189828,4,4,2,7,6,0,1,1,0,89118
190035,5,3,2,11,4,0,1,0,0,28590
190809,99,1,2,5,5,0,1,0,0,08753
192710,4,2,3,3,3,0,1,0,0,46750
194383,5,2,3,6,7,1,1,0,0,60565
194625,2,1,4,11,6,1,1,1,0,10029
194626,5,2,3,8,7,0,1,1,0,44685
195636,2,3,3,9,4,1,1,0,0,37341
196795,2,2,2,6,3,0,1,0,0,54952
196812,1,3,2,8,2,0,1,0,0,35215
197399,2,2,1,11,1,0,1,1,0,54201
197433,1,1,3,11,1,1,1,0,0,04733
197438,2,3,4,8,6,1,1,0,0,31709
198704,4,3,3,11,6,1,1,1,0,36695
199192,1,3,2,9,4,0,1,1,0,29154
199640,0,3,2,9,6,0,1,0,1,33134
199937,4,3,2,9,4,0,1,1,0,22204
200188,2,2,2,11,4,0,1,0,0,48220
200763,2,2,3,8,3,1,1,1,0,54703
200765,2,2,1,10,3,0,1,0,0,50557
202370,5,4,3,3,1,1,3,1,0,92354
204145,99,3,2,8,2,1,1,1,0,78722
204388,2,3,3,8,4,1,1,1,0,71730
204591,99,1,5,8,5,1,1,0,1,17241
204674,5,2,3,7,5,1,1,1,0,53944
204938,5,2,2,8,7,0,1,0,0,54822
205494,5,3,2,11,7,0,1,1,0,35215
205743,5,3,2,9,7,0,1,0,0,29401
205870,3,1,3,3,5,1,1,0,0,02532
206122,4,1,2,8,7,0,3,0,0,11361
206314,99,1,3,4,4,1,1,0,1,10010
206900,4,3,3,10,6,0,1,0,0,75903
208304,99,1,5,11,3,1,1,0,0,18037
208401,99,1,2,10,3,0,1,1,0,02460
210240,1,4,3,9,5,0,1,0,0,98058
211206,99,4,5,3,6,1,1,0,1,85234
211238,5,2,3,8,7,1,1,0,0,48049
211672,4,3,5,7,3,1,1,0,0,36832
211748,1,4,3,9,4,1,1,0,0,89122
212000,5,3,6,4,5,1,1,0,0,30341
212157,1,3,6,6,6,1,1,0,0,37175
212301,99,4,4,8,4,1,1,0,0,92154
214158,1,2,4,4,6,1,1,0,0,61103
214590,5,4,2,7,5,0,1,0,0,91609
215387,3,4,3,9,2,1,1,0,1,98408
216810,2,2,4,7,4,1,1,0,0,65251
217721,5,3,3,7,7,1,2,1,0,29154
218170,4,4,4,7,6,0,3,0,0,96701
219178,2,2,3,7,5,1,1,1,0,49017
219438,99,3,3,10,5,1,1,1,0,21047
220044,2,1,1,4,3,0,2,0,0,10301
221176,99,1,2,4,3,1,1,1,0,14048
221473,3,2,4,8,5,1,1,1,0,55303
221515,2,4,6,5,2,1,1,0,0,84043
221657,99,3,3,8,5,1,1,1,0,73654
222341,4,1,1,8,7,0,1,1,0,15317
222410,3,4,2,3,5,0,5,1,1,89143
222585,5,4,3,4,3,1,3,1,0,96817
223107,0,3,2,11,4,0,1,0,0,41035
223495,2,1,3,6,6,1,1,1,1,01340
223660,4,4,4,10,3,1,1,0,0,81321
223980,1,3,4,7,7,1,1,1,0,20121
226215,99,1,1,3,5,0,1,1,0,14892
226275,2,3,3,4,5,1,1,0,0,32084
226360,4,2,2,7,5,0,1,0,1,48090
228034,2,3,1,4,6,0,1,1,0,78232
228325,5,4,2,11,7,0,1,1,0,85306
228858,99,1,3,5,5,1,1,0,0,11355
228967,99,3,2,2,3,0,1,0,0,72450
229042,2,2,2,8,5,0,1,1,0,45420
229471,4,1,3,8,4,1,1,1,0,18237
229790,2,2,4,6,5,1,1,1,0,60714
230409,1,3,5,10,1,1,1,1,1,39439
230875,2,4,2,10,5,0,1,0,0,83127
232621,5,3,3,6,4,1,1,0,0,31069
232688,99,1,1,2,7,0,1,0,0,08003
232804,1,2,3,7,4,0,1,0,0,62447
233500,4,2,3,8,6,0,1,0,0,62401
234249,1,2,2,7,6,0,1,0,0,60423
234365,1,2,3,6,2,1,1,0,0,69357
235819,4,1,4,4,7,1,1,0,0,15531
236552,4,4,5,6,5,1,3,0,0,93906
238236,5,1,4,10,2,1,1,0,0,14607
238917,4,3,2,10,7,0,1,0,0,25143
239149,5,1,2,7,7,0,1,0,0,10549
239182,5,4,1,10,7,0,1,0,0,98039
242235,1,3,3,10,5,1,2,0,0,78611
242389,4,4,2,11,5,0,1,0,0,93436
243120,5,3,1,9,7,0,1,0,0,20634
244620,4,1,1,10,4,0,1,0,0,15106
244697,5,3,3,6,5,0,1,0,0,32308
245641,1,1,3,11,4,0,1,1,1,07083
245686,99,1,2,8,1,1,1,0,0,04252
246020,4,2,1,5,3,0,1,0,0,55344
246062,1,3,2,10,5,0,1,0,0,70668
247222,4,2,2,10,7,0,1,0,0,53005
249651,5,3,2,9,5,0,1,0,0,28716
250316,2,2,3,4,2,1,1,0,0,53545
250347,5,1,2,4,4,0,1,0,0,10023
250963,5,3,2,10,5,0,1,1,0,35952
251140,5,3,3,8,4,1,1,0,0,29631
251218,4,1,4,7,5,0,3,0,0,19440
253080,2,1,5,7,7,1,1,1,0,18707
254481,3,1,4,7,5,1,1,0,0,02184
254532,5,1,3,10,5,1,1,1,0,10590
254882,1,3,3,11,1,0,1,0,0,75426
255142,99,3,4,8,2,1,1,0,0,40422
256583,2,1,1,2,1,0,1,0,0,10033
256856,1,3,4,9,4,1,1,0,0,76486
257325,5,1,4,6,7,1,1,1,0,10706
261766,1,3,2,8,4,0,1,0,0,27863
262302,1,4,2,8,5,0,1,0,0,97734
262347,99,3,2,4,3,0,1,0,0,33314
262651,1,3,2,8,5,0,1,0,0,33881
263815,5,2,2,10,6,0,1,1,0,45645
264548,1,4,3,5,2,1,1,0,0,97141
265242,2,2,4,7,4,1,1,0,0,53570
265717,4,2,2,4,5,0,1,0,0,53220
266935,2,4,5,4,3,1,1,0,1,92225
267695,99,1,4,10,7,1,1,0,0,07090
267700,2,2,2,10,5,0,1,1,0,44485
267753,1,1,3,5,1,0,2,1,0,11226
268324,4,3,1,8,3,0,1,0,0,36028
268942,99,3,4,4,4,0,1,0,1,76462
269810,1,1,2,6,3,1,1,0,0,01605
270178,99,1,3,5,6,1,1,0,0,11375
270337,4,4,3,9,6,1,1,0,0,85635
270518,99,4,2,6,4,0,1,0,0,82718
270861,2,3,4,8,2,1,1,1,0,78133
274296,2,4,2,10,3,0,1,1,0,97370
274616,2,1,2,10,5,0,1,0,0,15701
274973,99,4,4,8,6,1,1,0,0,97068
275450,3,2,2,10,2,0,1,0,0,54741
276742,4,2,3,8,6,1,1,0,0,44092
279022,1,3,4,7,5,1,1,1,0,26431
279195,1,2,3,7,2,1,1,0,0,52001
280442,2,3,2,9,5,0,1,0,0,26301
280802,99,4,1,4,7,0,1,0,0,90210
280836,3,3,6,10,5,1,1,0,0,39457
281481,1,4,2,9,4,0,1,0,0,87301
282145,3,3,2,11,3,0,1,0,0,38315
282607,5,3,2,4,5,0,3,0,0,32714
282792,4,3,4,7,5,1,1,1,0,28387
282876,2,3,3,2,2,1,1,1,0,34668
282991,2,3,2,7,5,0,1,0,0,77578
283239,2,3,2,6,2,0,1,0,0,31088
283313,1,3,3,10,5,1,1,1,0,29706
283566,99,4,1,8,3,0,1,0,0,95945
284485,4,3,3,8,5,1,2,0,0,31016
285169,1,2,2,11,2,0,1,0,0,68939
286042,1,2,2,11,5,0,1,0,0,55421
286049,1,3,2,11,6,0,1,0,0,32137
286571,4,1,5,8,7,1,1,1,1,13850
287169,2,3,4,6,3,1,1,1,0,77640
288540,1,1,4,4,4,1,1,0,0,13126
289033,1,2,5,7,1,1,1,0,0,64723
292320,2,4,2,9,1,0,1,1,0,98531
292359,5,4,2,5,3,0,1,1,0,97217
293004,5,4,2,11,3,0,1,0,0,88005
294687,2,3,5,6,3,0,1,0,0,28352
294753,2,2,5,7,3,1,1,0,0,64429
294882,1,3,3,6,4,0,1,0,0,19952
295519,2,2,2,8,5,0,1,0,0,43326
295557,4,1,4,6,5,1,1,1,0,03852
296189,1,2,3,2,3,0,1,0,0,64834
297660,2,3,3,1,6,0,1,1,0,32303
297964,99,2,4,7,2,1,1,0,0,64141
298186,1,2,2,7,5,0,1,0,0,49017
298363,99,1,3,11,3,1,1,0,0,02136
298573,99,2,1,5,4,0,1,0,0,57709
299012,99,3,3,11,3,1,1,0,0,26855
299491,3,2,3,8,6,0,1,0,0,45405
299824,99,4,2,7,2,0,1,1,0,59230
300296,4,2,4,8,7,1,1,0,0,57709
301313,5,3,1,4,6,0,1,0,0,20852
301976,3,3,2,9,5,0,1,0,0,32607
302481,4,3,1,8,2,0,1,1,0,75670
302742,4,2,4,4,7,1,1,0,0,47025
303028,4,1,1,11,3,0,1,1,0,04240
303080,2,3,3,6,6,0,2,1,0,38301
303198,1,2,2,11,3,0,1,0,0,46928
303378,5,1,4,4,4,0,3,0,1,12498
303700,1,1,4,5,4,0,1,0,0,14701
