machine_id,hoh_most_education,census_region,household_size,hoh_oldest_age,household_income,children,racial_background,connection_speed,country_of_origin,zip_code
9560959,99,2,2,11,3,0,1,0,0,49421
9561019,99,4,2,9,6,1,1,0,1,80221
9562470,99,1,2,11,2,1,1,1,1,15545
9564198,99,2,3,11,4,1,1,1,0,53081
9566065,99,3,3,8,6,1,1,1,1,76308
9570479,1,1,3,5,7,1,1,1,0,01504
9573330,99,2,5,6,6,1,1,1,0,47032
9574224,99,1,6,8,7,1,1,0,0,07840
9578451,99,3,4,3,6,1,1,1,1,23112
9578747,99,3,2,4,5,1,2,1,1,20746
9580007,99,1,1,11,5,0,1,1,0,07470
9580564,99,1,2,10,7,0,1,1,0,06512
9580578,99,1,2,9,2,1,1,1,0,16201
9580645,99,2,2,8,3,0,1,1,0,57312
9587069,99,3,3,7,7,1,1,1,1,33015
9587728,99,4,2,5,5,0,1,1,1,98042
9588441,99,2,4,5,1,1,1,1,1,53214
9588946,99,3,3,9,2,1,1,1,1,38618
9589249,99,2,1,7,7,0,1,1,0,58503
9589835,99,1,3,8,6,1,1,1,0,19090
9589923,99,1,4,8,5,1,1,1,1,06066
9592070,99,2,3,8,5,1,1,1,0,48642
9592943,99,3,3,9,7,1,1,1,0,38668
9594608,99,3,4,7,3,1,1,1,0,31645
9594795,99,3,2,6,4,1,1,0,1,32425
9598298,99,3,5,8,5,1,2,1,1,33901
9598721,4,1,4,6,6,1,1,0,0,08830
9599249,99,3,3,11,5,1,1,1,0,30052
9601126,4,1,5,5,6,1,1,1,0,11230
9602380,99,1,6,8,5,1,1,1,0,02346
9603599,99,2,3,9,5,1,1,1,0,44111
9605305,99,3,1,6,5,0,1,1,0,21030
9605402,99,1,1,4,4,0,1,1,1,15531
9606576,99,2,4,3,2,0,1,1,0,50233
9606902,99,3,4,8,7,1,1,0,1,71331
9614795,99,2,2,7,7,1,1,1,0,48036
9617864,4,4,5,5,6,1,1,1,0,92563
9619871,99,2,5,8,7,1,1,1,0,62035
9622582,99,2,2,4,2,0,1,1,1,48071
9622966,99,1,3,10,2,1,1,1,1,04922
9625377,99,3,4,5,6,1,1,1,1,29620
9625777,99,3,2,11,3,0,1,1,0,33160
9633707,99,1,2,10,1,0,1,1,1,15906
9644834,99,3,5,11,1,1,1,1,0,40258
9647029,5,1,3,6,5,1,1,1,1,16055
9663372,99,4,4,9,6,1,1,1,0,92336
9663474,99,1,2,3,7,0,1,1,1,02906
9676131,99,4,4,5,4,1,1,1,1,59715
9680171,99,3,2,11,5,1,1,1,0,77530
9680851,99,3,2,5,5,0,1,1,1,28562
9680934,99,2,3,9,7,1,1,1,0,51239
9697900,99,3,5,11,2,0,1,0,0,71822
9753607,99,4,2,11,3,1,1,0,0,80907
9759864,99,1,4,7,7,1,1,1,0,14760
9760538,99,1,3,5,5,1,1,1,1,12839
9760634,99,2,2,11,5,0,2,1,0,60643
9760654,99,3,4,4,4,1,1,1,0,28304
9761003,99,3,4,8,7,1,1,1,1,28139
9761331,99,3,2,11,5,0,1,1,1,30188
9761581,99,2,2,7,2,1,1,1,0,67212
9762944,99,1,3,8,6,1,1,0,0,18656
9763719,99,1,5,10,1,1,1,1,0,15205
9763961,99,2,3,10,7,1,1,1,0,48430
9764570,99,1,4,3,4,1,1,1,0,13090
9764961,99,2,3,7,2,1,1,1,0,43938
9764990,99,3,6,11,6,1,2,1,0,20706
9766005,99,2,5,7,7,1,1,1,0,45813
9766291,99,1,2,4,6,1,1,1,0,07052
9766856,99,3,2,5,1,1,1,1,0,20770
9767140,99,3,5,3,6,1,1,1,0,77346
9767381,99,2,2,5,5,1,1,1,0,61068
9770006,99,2,2,11,1,0,1,0,0,65583
9770866,99,1,4,11,1,1,5,1,1,10029
9774164,99,3,2,3,7,0,1,1,1,28601
9775181,99,1,6,5,6,1,1,1,1,07012
9777460,99,3,5,5,7,1,1,1,1,70438
9779851,99,2,2,7,7,0,1,1,0,53149
9780000,99,3,3,6,5,1,1,1,1,33063
9780314,99,3,2,7,5,0,1,1,0,75935
9783035,99,1,2,10,6,1,1,1,1,14075
9783679,99,3,2,9,3,0,1,1,0,72904
9787089,1,1,3,6,5,1,1,1,0,04932
9787417,99,2,5,10,7,1,1,1,0,55431
9788227,99,3,4,8,4,1,1,1,1,37033
9788696,1,2,2,10,3,1,1,0,0,44230
9788854,2,4,2,4,5,1,2,1,0,83713
9789208,4,3,2,5,3,1,1,1,0,71360
9790168,99,4,4,11,5,1,1,1,1,97123
9791374,99,4,1,6,5,0,5,1,1,92701
9794241,99,3,3,10,6,0,1,1,0,28451
9796180,2,2,3,11,2,1,1,1,0,55951
9796994,1,2,6,4,6,1,1,1,0,49348
9797002,1,2,1,5,6,0,2,1,0,60628
9802362,3,2,3,5,4,1,1,1,1,49017
9802396,2,3,2,9,1,1,1,0,1,39470
9806683,5,3,4,8,6,1,2,1,0,23703
9807541,1,2,3,3,6,1,1,1,0,61554
9811262,99,2,2,4,4,0,1,1,0,44890
9818672,4,3,2,8,3,0,1,1,1,27455
9819514,1,4,2,9,2,0,5,0,1,93309
9819885,1,1,2,11,4,0,1,1,0,19605
9820632,2,4,2,7,4,1,2,1,1,89148
9830875,4,3,2,4,5,0,1,1,0,24089
9833278,2,4,2,11,6,0,1,1,1,92596
9833774,99,1,1,6,1,0,1,1,1,18508
9851525,1,3,5,9,3,1,1,0,1,77505
9856378,99,2,2,11,6,0,1,1,0,46804
9857109,2,4,6,8,6,1,5,1,1,85035
9857259,99,1,2,7,1,0,1,1,0,15063
9859143,99,4,3,8,7,1,1,1,0,80134
9863382,99,4,4,11,7,1,1,1,0,90064
9863975,99,4,1,6,5,0,1,1,0,89074
9867984,99,2,3,5,5,1,1,1,0,63043
9868369,99,4,5,4,6,1,3,1,0,91765
9873661,1,1,2,10,6,1,1,1,1,08701
9874718,1,2,2,9,2,0,1,0,0,49802
9874977,1,4,2,4,4,0,5,1,1,98802
9875128,1,3,2,11,2,0,1,1,0,78541
9877485,1,1,1,10,5,0,2,1,0,19148
9877604,99,1,2,11,4,0,2,1,0,07112
9882250,99,2,3,6,7,1,1,1,0,47338
9884255,5,4,3,10,5,1,1,1,1,89002
9896018,2,2,3,11,6,1,1,1,1,58466
9903178,2,3,4,5,4,1,2,1,1,30134
9905284,1,2,2,9,4,0,1,0,0,49879
9905699,3,1,1,6,5,0,1,1,0,01982
9906766,1,3,3,11,2,1,2,1,0,29710
9909508,2,2,2,10,5,0,1,1,0,46383
9909514,99,3,2,7,7,1,5,1,1,33134
9910243,99,3,2,10,7,1,1,1,0,73538
9913028,2,2,4,10,5,1,1,1,1,45344
9917272,4,3,4,5,4,1,2,1,0,36921
9917581,99,3,2,11,3,0,1,0,1,75110
9917775,99,2,2,8,1,0,1,1,1,63116
9921188,99,2,4,6,5,1,1,1,0,48021
9921425,99,1,3,5,5,1,1,1,1,14624
9922556,99,2,3,8,7,1,1,1,0,49032
9922721,99,2,2,5,7,1,1,1,0,68516
9924627,99,3,3,7,4,1,1,1,1,22835
9928447,99,2,5,6,5,1,1,1,0,53220
9929376,99,3,3,7,7,1,1,1,0,28721
9930290,99,2,2,4,1,0,1,1,1,62568
9931476,99,4,4,9,6,0,1,0,1,95826
9934583,99,2,4,5,5,1,1,1,1,54303
9934943,99,4,5,7,7,1,1,1,1,92064
9939783,99,2,3,4,6,1,1,1,1,65619
9943670,3,2,2,11,7,0,1,1,0,44087
9948494,99,4,3,5,3,1,1,1,0,97224
9949900,99,3,2,11,1,1,1,1,1,37385
9951119,99,3,5,10,5,1,1,1,1,76801
9951311,99,3,4,8,4,1,1,1,1,33449
9953464,2,4,5,10,7,1,3,1,1,94127
9953913,99,3,2,3,1,1,1,1,0,25832
9955012,99,3,2,8,3,0,1,1,1,36522
9956214,99,4,2,11,4,0,3,1,1,94591
9977089,99,2,2,5,6,0,1,1,0,60103
9990417,99,3,3,9,5,1,2,1,1,77705
9990520,99,3,2,5,1,1,1,1,0,73115
10008141,99,3,2,7,6,1,1,1,0,77632
10011873,99,1,2,5,4,0,1,1,0,12603
10012839,99,1,1,3,2,0,1,1,1,06705
10023485,99,2,2,4,1,0,1,1,0,48092
10024816,1,1,3,10,5,1,1,1,1,01089
10060352,99,2,3,7,6,1,1,1,0,44272
10075514,99,4,4,7,4,1,1,1,0,86001
10078230,99,1,3,6,7,1,1,1,0,06878
10082164,2,2,3,9,5,1,1,1,0,65049
10083493,2,4,2,9,4,0,1,0,0,98239
10086355,4,3,2,5,4,1,1,1,0,39208
10092042,99,4,2,5,6,0,1,1,0,89506
10093286,99,2,2,7,6,0,1,1,0,58261
10094424,99,3,4,9,6,1,1,1,0,77587
10097566,99,3,3,5,1,1,2,1,0,30601
10099715,99,3,3,11,5,1,1,1,0,34134
10102970,99,1,2,4,5,0,1,1,0,08109
10104693,99,3,4,8,6,0,1,1,1,27302
10105786,99,3,3,9,3,1,1,1,1,21043
10107811,99,3,3,7,3,1,1,1,0,72583
10108349,99,3,4,9,6,1,1,1,1,70047
10109408,99,4,3,10,5,1,1,1,1,92691
10115376,2,1,3,11,3,1,1,0,1,18045
10129322,99,1,4,5,5,1,1,1,0,13116
10136796,1,3,3,9,6,1,1,1,0,37924
10139442,99,1,2,8,1,1,1,1,0,13901
10139466,99,4,2,5,4,0,1,1,1,93550
10140102,99,3,2,7,4,0,1,1,0,23294
10144699,1,3,5,7,6,1,1,1,0,78596
10145091,99,1,2,4,3,1,1,1,1,06076
10146590,99,3,3,9,1,1,1,0,0,36301
10155816,99,3,6,5,2,1,1,1,0,40219
10179366,99,1,3,10,7,1,1,1,0,15211
10186517,99,1,1,6,7,0,1,1,0,10471
10186844,99,3,3,7,1,1,1,1,0,30114
10187276,99,3,5,3,5,1,2,1,1,27406
10187377,99,3,2,10,5,1,1,1,0,78704
10188443,99,3,5,6,7,1,1,1,1,32405
10188935,99,2,4,3,5,0,1,1,0,43221
10205339,99,2,3,8,7,1,1,1,0,61114
10213942,99,2,2,8,7,1,1,1,0,48187
10226708,99,3,2,7,5,1,1,1,0,37861
10241787,4,4,5,8,7,1,1,1,0,90275
10250052,99,1,1,9,1,0,1,1,0,14572
10250283,99,3,2,11,1,1,1,0,1,75482
10250754,99,4,4,8,1,0,1,1,1,95901
10251123,99,1,6,11,6,1,5,1,1,11369
10251406,99,3,3,2,6,1,1,1,0,30189
10251447,99,3,2,3,2,1,1,1,1,73029
10251548,99,4,4,6,1,1,1,1,0,97914
10251886,99,3,4,8,7,1,1,1,0,27516
10252059,4,3,6,3,3,1,1,1,1,28078
10252958,99,3,4,10,7,1,1,1,0,32607
10253057,99,4,2,7,6,1,1,1,0,88011
10253988,99,3,2,7,3,0,1,0,1,37642
10254016,99,1,3,11,5,1,1,1,1,04605
10254839,99,3,3,6,5,1,1,1,1,21921
10254952,99,4,2,5,5,0,1,1,0,91335
10255198,99,3,4,3,1,1,1,1,0,39759
10255324,99,2,2,6,5,1,1,1,1,49004
10255365,99,1,2,5,7,0,1,1,0,11701
10255671,99,3,4,8,5,0,1,1,1,27314
10255782,99,2,2,5,6,1,1,1,0,46835
10255867,99,1,2,6,5,0,1,1,0,12866
10256481,99,2,2,5,3,0,2,1,1,48228
10256498,99,2,2,7,5,0,1,1,0,53405
10256640,99,1,3,8,5,1,1,1,1,06109
10256763,99,2,3,11,4,1,1,0,1,60030
10256871,99,4,5,9,3,1,1,1,1,91010
10257092,99,3,3,8,6,1,1,1,1,33510
10257489,99,4,2,9,3,0,1,1,1,89406
10257795,99,2,2,11,1,0,1,0,0,52601
10258368,99,1,2,8,2,0,1,1,0,13339
10258402,99,2,2,7,7,0,1,1,1,46220
10258532,99,2,2,5,6,0,1,1,0,48082
10259293,99,4,5,7,2,1,3,1,0,96792
10259520,3,1,6,4,5,1,1,1,0,17552
10259647,99,3,2,7,5,0,1,1,1,30721
10259687,99,4,3,11,5,1,1,1,1,87111
10260384,99,4,2,10,7,0,1,1,0,98260
10260401,99,3,2,5,5,0,1,1,0,76210
10260420,99,4,3,6,5,1,1,1,0,90755
10260599,99,2,2,9,5,0,2,1,0,60653
10261067,99,3,2,5,1,0,1,1,1,33068
10261984,99,3,4,5,5,1,1,1,0,20872
10263186,99,3,2,11,1,0,1,1,1,23901
10263278,99,2,1,10,7,0,1,1,0,43611
10263568,99,3,6,7,7,1,2,1,1,76119
10264623,99,2,3,3,1,1,1,1,0,62702
10264991,99,2,2,10,5,0,1,1,1,64151
10265022,99,3,3,9,6,1,2,1,0,20748
10265544,99,2,3,11,4,1,1,1,0,48307
10265794,99,1,2,11,6,1,5,1,0,10032
10266035,99,2,1,5,5,0,1,0,1,60901
10266060,1,2,5,6,5,1,1,1,0,53132
10266203,99,4,2,11,2,0,1,1,0,84642
10266442,99,3,4,8,7,1,1,1,1,33884
10266479,99,3,2,6,7,0,1,1,0,22033
10266591,99,3,4,4,7,1,1,1,1,33134
10267149,99,2,1,5,2,0,1,1,0,66502
10267306,99,2,3,9,7,1,1,1,1,64064
10267828,4,2,2,6,7,1,1,1,0,53593
10268241,99,3,4,11,6,1,1,1,0,73170
10268692,99,2,3,7,7,1,1,1,0,49686
10271290,99,3,2,11,1,0,5,1,0,20010
10271401,99,1,2,10,4,0,1,1,1,10025
10271824,99,2,4,5,5,1,1,1,0,50315
10272053,99,1,2,8,5,0,1,1,1,01109
10272075,99,1,2,3,4,0,1,1,0,02864
10272137,99,1,3,10,5,1,1,1,1,01923
10272819,99,3,2,2,5,0,1,1,0,72120
10272876,99,3,4,8,5,1,2,1,0,29223
10273293,99,3,4,9,4,1,1,1,1,20646
10273320,99,2,1,8,5,0,1,1,0,53151
10273382,99,3,6,5,5,1,1,0,1,39744
10273812,99,1,4,8,6,1,1,0,1,07016
10274783,99,1,3,11,6,1,1,1,0,03082
10275019,99,3,6,4,7,1,1,1,0,38355
10275243,99,4,4,8,3,1,1,1,0,93065
10276078,99,1,3,8,7,1,1,1,0,10465
10276564,99,1,6,5,6,1,1,1,0,14051
10276852,99,4,2,8,6,0,1,1,0,85304
10277255,99,1,2,11,3,0,1,1,0,08078
10278397,99,3,5,5,3,1,1,1,1,33014
10278838,99,3,4,11,1,1,1,1,1,33756
10279199,99,4,6,8,5,1,1,0,1,95687
10280287,99,4,2,9,7,0,1,1,0,90631
10280877,99,4,1,2,3,0,1,1,0,85282
10281490,1,1,4,7,6,1,1,1,0,06905
10281882,99,4,2,4,7,0,1,1,0,95032
10282426,99,4,3,10,5,1,5,1,1,99559
10283113,99,3,4,11,5,1,1,1,0,73130
10283342,99,1,3,7,7,1,1,1,0,06057
10285040,99,3,2,10,2,1,1,1,1,32168
10286029,99,3,6,9,5,1,1,1,0,77478
10286371,99,3,2,11,1,1,2,1,0,70087
10286841,99,4,2,11,4,0,1,1,1,91791
10289027,99,1,2,5,7,1,1,1,0,11234
10289401,99,3,2,10,4,0,1,1,1,38305
10289402,99,3,2,5,4,0,1,0,0,34433
10289587,99,2,3,11,7,1,1,1,1,49127
10289782,99,3,2,10,6,0,1,0,1,38654
10290291,99,3,3,10,1,1,1,0,1,33839
10290853,99,1,6,5,7,1,1,1,1,06896
10291651,99,3,1,9,4,0,1,1,0,30179
10292109,99,4,3,7,1,1,3,1,1,91770
10293171,99,3,2,9,7,0,1,1,1,20619
10293305,99,1,3,10,7,1,1,1,0,02460
10293429,99,2,2,6,4,1,1,1,1,54729
10293645,99,3,2,8,6,1,1,1,1,28117
10294964,99,1,5,9,5,1,1,1,0,15139
10295089,99,3,2,4,6,1,1,1,1,78660
10295137,99,2,2,11,1,0,2,1,0,48206
10295138,99,2,1,6,7,0,1,1,0,53718
10295350,99,2,4,7,5,1,1,1,0,47124
10295631,99,1,2,7,5,0,1,1,0,08087
10295723,99,1,5,5,5,1,1,1,0,15106
10296183,99,1,6,7,6,1,1,1,0,06478
10296333,99,1,2,8,6,0,1,1,0,02809
10296518,99,2,5,9,6,1,1,0,0,53521
10296616,99,3,2,7,3,1,1,1,0,77995
10296756,99,4,2,7,5,1,1,1,0,80138
10296830,99,4,2,9,2,0,1,0,0,89108
10296896,99,4,3,11,6,1,1,1,1,91745
10298164,99,2,3,11,4,1,1,0,0,45371
10298454,99,2,2,5,5,1,1,1,0,53783
10299053,99,4,1,11,3,0,1,1,0,91354
10300136,99,3,3,6,2,0,1,1,1,40741
10300680,99,3,2,9,4,1,1,1,1,75228
10300735,99,3,5,8,3,1,2,1,0,70116
10301235,99,1,2,6,3,0,2,0,1,19013
10301415,99,2,1,4,1,0,1,1,0,63123
10301976,99,3,3,6,4,1,1,1,0,75189
10302358,99,3,2,7,6,1,1,0,1,41701
10302791,99,2,2,4,3,1,1,1,1,64134
10302851,99,4,2,5,6,1,3,1,0,96707
10303100,99,1,2,11,4,0,1,1,0,17814
10303375,99,3,2,11,6,0,1,1,0,32258
10305399,99,4,4,10,2,1,1,1,0,99403
10305402,99,1,4,2,6,1,1,1,0,12590
10305535,99,2,5,9,6,1,1,1,0,53405
10305667,2,3,3,2,1,1,1,0,0,41465
10305976,99,2,5,9,2,1,2,1,0,60619
10306693,99,3,4,10,6,1,1,0,1,20624
10309045,99,4,3,10,7,1,3,1,0,94591
10309062,99,3,2,6,6,0,1,1,0,22315
10309244,99,3,2,3,5,1,1,0,1,36330
10309609,99,2,3,10,5,1,1,0,1,60447
10309617,99,3,6,5,5,1,1,1,1,33606
10310216,99,3,4,5,4,1,1,1,0,75604
10310482,99,3,3,6,5,1,1,1,0,27263
10310563,99,3,6,9,7,1,1,1,1,33486
10310629,99,1,2,5,5,0,1,0,0,02790
10310643,99,1,6,7,4,1,1,1,0,15210
10310735,99,1,2,6,6,0,1,1,1,18036
10311849,99,3,4,10,4,1,1,1,0,76082
10311854,99,3,2,7,3,0,2,1,0,33040
10312059,99,3,4,7,5,1,1,0,0,78059
10312152,99,3,4,5,6,1,1,0,1,75604
10312191,99,3,2,9,7,0,1,0,1,37360
10312241,99,1,4,6,4,1,1,1,1,06514
10312631,99,3,6,11,5,1,2,1,0,71101
10312778,99,3,2,9,1,1,1,0,1,35171
10312968,99,1,4,9,6,1,1,1,0,04736
10313060,99,2,3,5,6,1,1,1,0,54904
10313961,99,2,3,6,5,1,1,1,0,64504
10314147,99,3,5,8,5,1,1,1,1,77418
10314299,99,3,6,6,2,1,1,1,0,77081
10314758,99,2,6,6,3,1,1,1,0,46360
10314970,99,1,4,3,1,1,1,1,0,12305
10315436,99,3,2,6,6,1,1,1,1,77063
10315611,99,2,2,5,7,1,1,1,1,60464
10316306,99,1,3,4,3,1,3,1,1,11373
10316451,99,2,2,8,7,1,1,1,1,49424
10316639,3,3,2,10,5,0,1,1,1,29063
10317923,99,3,4,8,6,1,1,1,1,20613
10318161,99,3,2,8,2,1,1,1,1,71901
10318278,3,3,2,3,4,0,1,1,0,36732
10318353,99,4,4,3,6,1,1,1,0,84065
10318742,99,4,2,7,7,0,1,1,0,98005
10318817,99,4,4,3,1,1,1,1,1,89121
10319890,99,4,3,7,7,1,1,1,0,98501
10320116,99,3,4,8,5,1,1,1,0,27587
10320198,99,2,2,5,1,1,1,1,0,57106
10320406,99,3,2,7,6,0,2,1,1,30906
10320592,99,3,2,4,1,0,1,1,0,39465
10321028,2,2,2,9,7,0,1,1,0,60631
10321076,99,3,4,5,5,1,1,1,0,76643
10321277,99,1,4,7,7,1,1,1,0,02538
10321642,99,3,2,8,5,0,1,0,0,32907
10322068,99,2,2,7,1,1,2,1,1,44103
10323198,99,4,6,6,1,1,1,1,1,83858
10323837,99,1,3,6,7,1,1,1,0,07110
10324307,99,4,3,5,5,1,5,1,0,92843
10324747,99,3,5,9,1,1,1,1,0,77073
10325084,99,3,5,11,6,1,1,1,0,21045
10325198,99,4,4,9,5,1,1,1,0,59063
10325478,99,3,2,11,5,1,1,0,1,75401
10325502,99,3,3,5,5,1,1,1,1,29902
10326147,99,3,4,8,3,1,1,1,1,32539
10326149,99,1,3,11,6,1,1,1,1,07950
10326196,99,1,3,10,3,0,1,1,0,18102
10326217,99,1,3,9,6,1,1,1,1,10024
10329246,99,2,2,10,3,1,1,1,1,50501
10329335,99,4,4,4,7,1,1,1,1,87109
10330406,99,3,2,10,5,0,2,1,0,23234
10330538,99,4,5,4,4,1,5,1,1,87121
10331393,99,3,3,4,3,1,1,1,0,33426
10331408,99,3,1,4,4,0,1,1,0,40353
10331557,99,2,2,7,5,0,1,1,0,67067
10331666,99,2,2,9,6,1,5,1,1,60804
10331783,99,3,2,9,3,0,1,1,0,34608
10332095,99,3,1,8,5,0,1,1,0,27265
10332110,99,3,2,7,1,0,2,1,1,30904
10332398,99,1,2,11,3,0,1,1,1,06606
10332835,99,3,2,8,5,1,1,1,1,30144
10333477,99,4,2,4,7,0,1,1,1,95776
10334199,4,2,2,8,6,1,1,0,0,56013
10334403,99,3,2,10,1,0,1,1,1,32701
10334559,99,2,3,5,2,1,1,1,1,49735
10334799,99,4,2,8,5,1,1,1,1,92020
10335154,99,2,2,7,2,0,1,0,0,45640
10335283,99,1,2,7,7,0,1,1,1,06883
10335329,99,4,3,9,7,1,1,1,0,97034
10335574,99,3,3,11,7,1,1,1,1,32804
10335787,99,4,3,3,1,1,5,1,1,90037
10335876,99,3,3,10,4,1,1,1,1,22191
10336101,99,2,2,8,6,1,1,0,0,43413
10336414,99,3,2,8,1,1,2,0,0,28205
10336699,99,2,2,6,5,1,1,0,1,55336
10336761,99,1,3,4,1,1,1,1,0,02724
10337213,99,4,2,10,5,1,5,1,1,94513
10339082,99,3,3,8,7,1,1,1,0,28147
10339175,99,4,2,5,2,0,1,0,1,99999
10339294,99,2,2,7,6,1,1,0,1,45157
10339606,99,3,3,10,6,1,1,1,0,28270
10339680,99,3,2,5,3,1,1,1,0,77076
10339797,99,2,2,6,4,0,1,1,0,63379
10339884,99,1,3,7,1,1,1,1,1,11385
10339924,4,1,2,6,5,0,2,1,1,10019
10339940,99,4,2,6,6,1,1,1,1,80112
10339973,99,1,3,11,7,1,1,1,0,07005
10340031,99,4,2,8,3,0,5,0,0,97761
10340072,99,3,2,9,5,1,1,1,0,40214
10340075,99,2,4,8,7,0,1,1,0,47711
10340086,99,3,2,10,5,1,1,1,0,32738
10340296,99,2,6,4,7,1,1,1,1,43003
10340353,99,1,2,9,5,0,1,1,1,07675
10340467,99,4,2,11,1,1,1,1,0,98512
10340783,99,4,3,10,5,1,1,1,1,85239
10340901,99,3,6,8,7,1,1,1,0,23693
10341680,99,4,2,11,5,1,1,1,0,98823
10341697,99,3,1,4,5,0,1,1,1,34104
10341866,99,3,2,4,2,0,1,1,1,27817
10341891,99,3,2,8,7,0,1,1,1,78114
10342665,99,4,2,7,7,0,1,1,1,85259
10342692,99,1,3,11,5,1,1,1,0,08016
10342903,99,1,1,10,4,0,1,1,1,18353
10343195,99,2,2,6,3,0,2,1,1,60624
10343294,99,2,2,9,6,0,1,0,1,65203
10343365,99,1,3,6,6,1,1,1,1,11758
10344284,99,4,4,11,1,1,1,1,0,85204
10344416,99,4,3,11,5,1,1,1,0,91911
10345220,99,4,2,11,6,0,5,1,0,93215
10345350,99,2,6,7,6,1,1,1,0,44056
10346391,99,3,1,11,4,0,1,0,0,77656
10346428,99,1,3,7,7,1,1,1,1,07712
10346515,99,3,2,5,4,1,1,1,0,33603
10346929,99,4,3,9,6,1,5,1,1,95404
10348943,99,3,3,7,1,0,1,1,1,25064
10349427,99,4,2,4,7,1,1,0,0,81230
10349745,99,2,3,2,7,0,1,1,1,55119
10350112,99,2,2,8,7,0,1,1,0,67546
10350280,99,4,6,5,3,1,1,1,0,99223
10350692,99,3,2,8,5,0,1,1,1,21060
10352066,99,2,2,9,7,1,1,1,0,43469
10352475,99,1,2,6,5,0,1,1,0,01720
10352510,99,1,4,11,3,1,1,1,0,11209
10352738,99,4,4,7,1,1,1,1,0,59327
10354095,99,1,3,10,5,1,1,1,0,17112
10354365,99,4,2,11,1,0,1,1,1,83201
10354482,99,1,2,9,7,1,1,1,0,07424
10354682,2,1,4,8,5,1,1,0,0,17053
10354762,99,3,4,4,1,1,1,1,0,75561
10354889,99,2,2,7,7,0,1,0,0,50072
10354901,99,3,3,7,6,1,1,1,0,79423
10355231,99,3,2,6,7,1,2,1,0,21133
10355578,99,3,1,5,6,0,1,1,1,39440
10355696,99,3,4,5,5,1,1,0,1,35404
10355957,99,3,3,4,4,1,2,1,1,23234
10356288,99,1,5,8,5,1,1,1,1,02914
10356637,99,3,4,9,7,1,1,1,0,33444
